video_id,frame,interval
2,28110,30
2,28140,30
2,28170,30
2,28200,30
2,28230,30
2,28260,30
2,28290,30
2,28320,30
2,28350,30
2,28380,30
2,28410,30
2,28440,30
2,28470,30
2,28500,30
2,28530,30
2,28560,30
2,28590,30
2,28620,30
2,28650,30
2,28680,30
2,28710,30
2,28740,30
2,28770,30
2,28800,30
2,28830,30
2,28890,60
2,32370,3480
2,32400,30
2,32430,30
2,32460,30
2,32490,30
2,32520,30
2,32550,30
2,32580,30
2,32610,30
2,32640,30
2,32670,30
2,32700,30
2,32730,30
2,32760,30
2,32790,30
2,32820,30
2,32850,30
2,33630,780
2,33660,30
2,33690,30
2,33720,30
2,33750,30
2,33780,30
2,33810,30
2,33840,30
2,33870,30
2,33900,30
2,33930,30
2,33960,30
2,33990,30
2,34020,30
2,34050,30
2,34500,450
2,34560,60
2,34620,60
2,34680,60
2,34740,60
2,34770,30
2,34800,30
2,34830,30
2,34860,30
2,34890,30
2,34920,30
2,34950,30
2,34980,30
2,35010,30
2,35070,60
2,35130,60
2,35190,60
2,35250,60
2,35310,60
2,35820,510
2,35880,60
2,35940,60
2,36000,60
2,36060,60
2,36120,60
2,36180,60
2,36240,60
2,36300,60
2,38700,2400
2,38760,60
2,38820,60
2,38880,60
2,38940,60
2,39000,60
2,39060,60
2,39120,60
2,40050,930
2,40080,30
2,40110,30
2,40140,30
2,40170,30
2,40200,30
2,40230,30
2,40260,30
2,40290,30
2,40320,30
2,40350,30
2,40380,30
2,41040,660
2,41070,30
2,41100,30
2,41130,30
2,41160,30
2,41190,30
2,41220,30
2,41250,30
2,41280,30
2,41940,660
2,42000,60
2,42060,60
2,42120,60
2,42180,60
2,42240,60
2,42300,60
2,42360,60
2,42420,60
2,42480,60
2,42540,60
2,42600,60
2,42660,60
2,42720,60
2,42750,30
2,42780,30
2,42810,30
2,42840,30
2,42870,30
2,42900,30
2,42930,30
2,42960,30
2,43020,60
2,44520,1500
2,44550,30
2,44580,30
2,44610,30
2,44640,30
2,44670,30
2,44700,30
2,44730,30
2,44760,30
2,45480,720
2,45540,60
2,45600,60
2,45630,30
2,45660,30
2,45690,30
2,45720,30
2,45750,30
2,46290,540
2,46320,30
2,46350,30
2,46380,30
2,46410,30
2,46440,30
2,46470,30
2,46500,30
2,46530,30
2,46560,30
2,46590,30
2,46620,30
2,46650,30
2,46680,30
2,46710,30
2,48540,1830
2,48570,30
2,48600,30
2,48630,30
2,48660,30
2,48690,30
2,48720,30
2,49200,480
2,49230,30
2,49260,30
2,49290,30
2,49320,30
2,49350,30
2,49500,150
2,49560,60
2,49590,30
2,49620,30
2,49680,60
2,49710,30
2,49740,30
2,51660,1920
2,51690,30
2,51720,30
2,51780,60
2,51810,30
2,52020,210
2,52050,30
2,52110,60
2,52140,30
2,52171,31
2,52200,29
2,52230,30
2,52260,30
2,52291,31
2,52320,29
2,52380,60
2,52440,60
2,52500,60
2,52560,60
2,52620,60
2,52680,60
2,52740,60
2,52800,60
2,52860,60
2,52920,60
2,52980,60
2,53040,60
2,53100,60
2,53160,60
2,53220,60
2,53280,60
2,53340,60
2,53400,60
2,55560,2160
2,55590,30
2,55620,30
2,55650,30
2,55680,30
2,55710,30
2,55740,30
2,55770,30
2,55800,30
2,55890,90
2,55920,30
2,55950,30
2,55980,30
2,56010,30
2,56040,30
2,56070,30
2,56100,30
2,56130,30
2,56160,30
2,56190,30
2,56220,30
2,56250,30
2,56280,30
2,56310,30
2,56340,30
2,56370,30
2,56400,30
2,56430,30
2,56460,30
2,60330,3870
2,60390,60
2,60450,60
2,60510,60
2,60570,60
2,60630,60
2,60690,60
2,60750,60
2,60810,60
2,60870,60
2,60930,60
2,60990,60
2,61050,60
2,61110,60
2,61170,60
2,61230,60
2,61290,60
2,61350,60
2,61380,30
2,61410,30
2,61440,30
2,61470,30
2,61500,30
2,61530,30
2,61560,30
2,61590,30
2,61620,30
2,61650,30
2,61680,30
2,61710,30
2,61740,30
2,61770,30
2,61830,60
2,61890,60
2,61950,60
2,62010,60
2,62070,60
2,62130,60
2,62190,60
2,63000,810
2,63030,30
2,63060,30
2,63090,30
2,63120,30
2,63150,30
2,63180,30
2,63210,30
2,63240,30
2,63270,30
2,63300,30
2,63330,30
2,63360,30
2,63390,30
2,63420,30
2,63450,30
2,63480,30
2,63510,30
2,63540,30
2,63570,30
2,63600,30
2,63630,30
2,63660,30
2,63690,30
2,63720,30
2,63750,30
2,63780,30
2,63810,30
2,63840,30
2,63870,30
2,63900,30
2,63930,30
2,63960,30
2,63990,30
2,64020,30
2,64170,150
2,64200,30
2,64230,30
2,64260,30
2,64290,30
2,64410,120
2,64440,30
2,64470,30
2,64500,30
2,64530,30
2,64560,30
2,64920,360
2,64950,30
2,64980,30
2,65010,30
2,65040,30
2,65070,30
2,65100,30
2,65130,30
2,65160,30
2,65190,30
2,65220,30
2,65250,30
2,65280,30
2,65310,30
2,65340,30
2,65370,30
2,65400,30
2,65430,30
2,65460,30
2,65490,30
2,65520,30
2,65550,30
2,65580,30
2,65610,30
2,65640,30
2,65670,30
2,65700,30
2,65730,30
2,65760,30
2,65790,30
2,65820,30
2,65850,30
2,65880,30
2,65910,30
2,65940,30
2,65970,30
2,66000,30
2,66030,30
2,66060,30
2,66090,30
2,66120,30
2,66150,30
2,66180,30
2,66210,30
2,66240,30
2,66270,30
2,66300,30
2,66330,30
2,66360,30
2,66390,30
2,66420,30
2,66450,30
2,66480,30
2,66510,30
2,66540,30
2,66570,30
2,66600,30
2,66630,30
2,66660,30
2,66690,30
2,66720,30
2,66750,30
2,66780,30
2,66810,30
2,66840,30
2,66870,30
2,66990,120
2,67020,30
2,67050,30
2,67080,30
2,67110,30
2,67140,30
2,67410,270
2,67440,30
2,67470,30
2,67500,30
2,68250,750
2,68310,60
2,68370,60
2,68430,60
2,68850,420
2,68910,60
2,68970,60
2,69030,60
2,69090,60
2,69150,60
2,69210,60
2,69270,60
2,69330,60
2,69390,60
2,69450,60
2,69510,60
2,69570,60
2,69630,60
2,69690,60
2,69750,60
2,69810,60
2,69870,60
2,69930,60
2,69990,60
2,70050,60
2,70110,60
2,70170,60
2,70230,60
2,70290,60
2,70350,60
2,70410,60
2,70440,30
2,70470,30
2,70500,30
2,70530,30
2,70560,30
2,70590,30
2,70620,30
2,70650,30
2,70680,30
2,70710,30
2,70740,30
2,70770,30
2,70800,30
2,70830,30
2,70860,30
2,70890,30
2,71460,570
2,71490,30
2,71520,30
2,71550,30
2,71580,30
2,71610,30
2,71640,30
2,71670,30
2,71700,30
2,71730,30
2,71760,30
2,71790,30
2,71820,30
2,72420,600
2,72450,30
2,72480,30
2,72510,30
2,72540,30
2,72570,30
2,72600,30
2,72630,30
2,72660,30
2,72690,30
2,72720,30
2,72750,30
2,72780,30
2,72810,30
2,72840,30
2,75570,2730
2,75600,30
2,75630,30
2,76110,480
2,76170,60
2,76230,60
2,76290,60
2,76350,60
2,76410,60
2,76440,30
2,76470,30
2,76500,30
2,76530,30
2,76560,30
2,76590,30
2,76620,30
2,76650,30
2,76680,30
2,76710,30
2,76740,30
2,76800,60
2,76860,60
2,76920,60
2,76980,60
2,77040,60
2,77550,510
2,77610,60
2,77670,60
2,77730,60
2,77790,60
2,81480,3690
2,81510,30
2,81540,30
2,81570,30
2,81600,30
2,81630,30
2,81660,30
2,83640,1980
2,83670,30
2,83700,30
2,83730,30
2,83760,30
2,83790,30
2,83820,30
2,83850,30
2,83880,30
2,83910,30
2,83940,30
2,83970,30
2,84000,30
2,84030,30
2,84060,30
2,84090,30
2,84390,300
2,84450,60
2,84510,60
2,84570,60
2,84630,60
2,84690,60
2,84750,60
2,84810,60
2,84870,60
2,84930,60
2,84990,60
2,85050,60
2,85110,60
2,85170,60
2,85230,60
2,85290,60
2,85350,60
2,85410,60
2,85470,60
2,85530,60
2,85590,60
2,85650,60
2,86070,420
2,86130,60
2,86190,60
2,86250,60
2,86310,60
2,86370,60
2,86610,240
2,86640,30
2,86670,30
2,86700,30
2,86730,30
2,86760,30
2,86790,30
2,88800,2010
2,88830,30
2,88860,30
2,88890,30
2,88920,30
2,88950,30
2,88980,30
2,89010,30
2,89040,30
2,90030,990
2,90060,30
2,90090,30
2,90120,30
2,90150,30
2,90180,30
2,90210,30
2,90240,30
2,90270,30
2,90300,30
2,90330,30
2,90360,30
2,90390,30
2,90420,30
2,90450,30
2,92430,1980
2,92460,30
2,92490,30
2,92520,30
2,92550,30
2,92580,30
2,92610,30
2,92640,30
2,92670,30
2,92700,30
2,92730,30
2,92760,30
2,92790,30
2,92820,30
2,92850,30
2,92880,30
2,94290,1410
2,94320,30
2,94350,30
2,94380,30
2,94410,30
2,94440,30
2,94470,30
2,94500,30
2,94530,30
2,94560,30
2,95520,960
2,95580,60
2,95640,60
2,95700,60
2,95760,60
2,95820,60
2,95880,60
2,95940,60
2,96000,60
2,96060,60
2,96120,60
2,96180,60
2,96240,60
2,96300,60
2,96360,60
2,96420,60
2,96480,60
2,96540,60
2,96600,60
2,96660,60
2,96720,60
2,96780,60
2,96840,60
2,96900,60
2,97050,150
2,97080,30
2,97110,30
2,97140,30
2,97170,30
2,97200,30
2,98430,1230
2,98460,30
2,98490,30
2,98520,30
2,98550,30
2,98580,30
2,98610,30
2,98640,30
2,98700,60
2,98760,60
2,98820,60
2,98880,60
2,99630,750
2,99660,30
2,99690,30
2,100410,720
2,100440,30
2,100470,30
2,100500,30
2,100530,30
2,100560,30
2,100590,30
2,100620,30
2,100650,30
2,100680,30
2,100710,30
2,100740,30
2,103890,3150
2,103920,30
2,103950,30
2,103980,30
2,104010,30
2,104040,30
2,104070,30
2,104370,300
2,104400,30
2,104430,30
2,104460,30
2,104490,30
2,104520,30
2,104550,30
2,104580,30
2,104610,30
2,104640,30
2,104670,30
2,104700,30
2,104730,30
2,104760,30
2,104790,30
2,104820,30
2,104850,30
2,104880,30
2,104940,60
2,105000,60
2,105060,60
2,105120,60
2,105180,60
2,105240,60
2,105300,60
2,105360,60
2,105420,60
2,105480,60
2,105540,60
2,105600,60
2,105630,30
2,105660,30
2,105690,30
2,105720,30
2,105750,30
2,105780,30
2,105810,30
2,105840,30
2,105870,30
2,105900,30
2,105930,30
2,105960,30
2,105990,30
2,106020,30
2,106050,30
2,106080,30
2,106110,30
2,106140,30
2,106170,30
2,106200,30
2,106230,30
2,106260,30
2,106290,30
2,106320,30
2,106740,420
2,106770,30
2,106800,30
2,106830,30
2,106860,30
2,106890,30
2,106920,30
2,106950,30
2,106980,30
2,107010,30
2,107040,30
2,107070,30
2,107100,30
2,107130,30
2,107160,30
2,107190,30
2,107220,30
2,107250,30
2,107280,30
2,107310,30
2,107340,30
2,107370,30
2,107400,30
2,107430,30
2,107460,30
2,107490,30
2,107520,30
2,107550,30
2,107580,30
2,107610,30
2,107640,30
2,107670,30
2,107700,30
2,107730,30
2,107760,30
2,107790,30
2,107820,30
2,107850,30
2,107880,30
2,107910,30
2,107940,30
2,107970,30
2,108000,30
2,108030,30
2,109080,1050
2,109110,30
2,109140,30
2,109170,30
2,109200,30
2,109230,30
2,109260,30
2,109290,30
2,109320,30
2,109350,30
2,110370,1020
2,110400,30
2,110430,30
2,110460,30
2,110490,30
2,110520,30
2,110550,30
2,110580,30
2,110610,30
2,110640,30
2,110670,30
2,111600,930
2,111630,30
2,111660,30
2,111690,30
2,111720,30
2,111750,30
2,111780,30
2,111810,30
2,111840,30
2,111870,30
2,111900,30
2,111930,30
2,111960,30
2,111990,30
2,112110,120
2,112230,120
2,112260,30
2,112290,30
2,112320,30
2,112530,210
2,112560,30
2,112620,60
2,112650,30
2,112680,30
2,112710,30
2,112740,30
2,112770,30
2,112800,30
2,112830,30
2,112980,150
2,113010,30
2,113040,30
2,113070,30
2,113100,30
2,113130,30
2,113160,30
2,113190,30
2,113220,30
2,113250,30
2,113280,30
2,113370,90
2,113430,60
2,113460,30
2,113490,30
2,113520,30
2,113550,30
2,113580,30
2,113610,30
2,113640,30
2,113670,30
2,113730,60
2,113790,60
2,113850,60
2,113910,60
2,113970,60
2,114030,60
2,114090,60
2,114150,60
2,114210,60
2,114270,60
2,114330,60
2,114390,60
2,114450,60
2,114510,60
2,114840,330
2,114900,60
2,114960,60
2,115020,60
2,115080,60
2,115140,60
2,115200,60
2,116580,1380
2,116610,30
2,116670,60
2,116700,30
2,116730,30
2,116760,30
2,116790,30
2,116820,30
2,116850,30
2,116880,30
2,116910,30
2,116940,30
2,117240,300
2,117270,30
2,117300,30
2,117330,30
2,117360,30
2,117390,30
2,117420,30
2,117450,30
2,117480,30
2,117510,30
2,117540,30
2,117570,30
2,117600,30
2,117630,30
2,117660,30
2,117690,30
2,117720,30
2,117750,30
2,117780,30
2,117810,30
2,117840,30
2,117870,30
2,117900,30
2,117930,30
2,117960,30
2,117990,30
2,118020,30
2,118050,30
2,118080,30
2,118110,30
2,118140,30
2,118170,30
2,118200,30
2,118230,30
2,118260,30
2,118290,30
2,118320,30
2,118350,30
2,119850,1500
2,119880,30
2,121590,1710
2,121620,30
2,121650,30
2,121680,30
2,121710,30
2,121740,30
2,121920,180
2,121950,30
2,121980,30
2,122010,30
2,122040,30
2,122070,30
2,122100,30
2,122130,30
2,122160,30
2,122190,30
2,122220,30
2,122250,30
2,122280,30
2,122310,30
2,122340,30
2,122370,30
2,122400,30
2,122430,30
2,122460,30
2,122760,300
2,122790,30
2,122820,30
2,122850,30
2,122910,60
2,122940,30
2,122970,30
2,123000,30
2,123060,60
2,123120,60
2,123180,60
2,123240,60
2,123300,60
2,123360,60
2,123420,60
2,123480,60
2,123540,60
2,123600,60
2,123660,60
2,123720,60
2,123780,60
2,123840,60
2,123900,60
2,123960,60
2,124020,60
2,124080,60
2,124140,60
2,124170,30
2,124200,30
2,124230,30
2,124260,30
2,124290,30
2,124320,30
2,124350,30
2,124380,30
2,124410,30
2,124440,30
2,124470,30
2,124500,30
2,124740,240
2,124800,60
2,124860,60
2,124920,60
2,124980,60
2,125040,60
2,127020,1980
2,127050,30
2,127080,30
2,127110,30
2,127140,30
2,127170,30
2,127800,630
2,127830,30
2,127860,30
2,127890,30
2,127920,30
2,127950,30
2,127980,30
2,128010,30
2,128040,30
2,128070,30
2,130860,2790
2,130920,60
2,130950,30
2,130980,30
2,131010,30
2,131040,30
2,131070,30
2,131100,30
2,131130,30
2,131160,30
2,131190,30
2,131250,60
2,131310,60
2,131370,60
2,131430,60
2,131490,60
2,131550,60
2,131610,60
2,131670,60
2,131730,60
2,131790,60
2,131850,60
2,131910,60
2,131970,60
2,132030,60
2,132090,60
2,132150,60
2,132210,60
2,132270,60
2,132330,60
2,132390,60
2,132450,60
2,132510,60
2,132570,60
2,134460,1890
2,134490,30
2,134520,30
2,134550,30
2,134580,30
2,134610,30
2,134640,30
2,134670,30
2,134700,30
2,134730,30
2,134760,30
2,134790,30
2,134820,30
2,134850,30
2,134880,30
2,134910,30
2,134940,30
2,134970,30
2,135000,30
2,135030,30
2,135120,90
2,135150,30
2,135180,30
2,135210,30
2,135240,30
2,135270,30
2,135300,30
2,135330,30
2,135360,30
2,135390,30
2,135690,300
2,135720,30
2,135750,30
2,136320,570
2,136350,30
2,136380,30
2,136410,30
2,136440,30
2,136470,30
2,136500,30
2,136530,30
2,136560,30
2,136590,30
2,136620,30
2,136650,30
2,136680,30
2,136710,30
2,136740,30
2,136770,30
2,136800,30
2,136830,30
2,136860,30
2,137070,210
2,137100,30
2,137130,30
2,137160,30
2,137190,30
2,137730,540
2,137760,30
2,137790,30
2,137820,30
2,137850,30
2,137880,30
2,138210,330
2,138240,30
2,138270,30
2,138300,30
2,138330,30
2,138360,30
2,138390,30
2,138420,30
2,138450,30
2,138480,30
2,138510,30
2,138540,30
2,138570,30
2,138810,240
2,138870,60
2,138930,60
2,138990,60
2,139050,60
2,139110,60
2,139170,60
2,139680,510
2,139740,60
2,139800,60
2,139860,60
2,139920,60
2,141240,1320
2,141270,30
2,141300,30
2,141330,30
2,141360,30
2,141390,30
2,141420,30
2,141450,30
2,141480,30
2,141510,30
2,141540,30
2,144780,3240
2,144810,30
2,144840,30
2,144870,30
2,144900,30
2,144930,30
2,144960,30
2,144990,30
2,146790,1800
2,146820,30
2,147450,630
2,147480,30
2,147510,30
2,147540,30
2,147570,30
2,147600,30
2,147660,60
2,147720,60
2,147780,60
2,147840,60
2,147900,60
2,147960,60
